88044 silly lifecycle escape-string-regexp@1.0.2~preinstall: no script for preinstall, continuing
95175 silly lifecycle is-absolute-url@2.0.0~install: no script for install, continuing
95176 silly install is-arrayish@0.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-arrayish-3b172552
95177 info lifecycle is-arrayish@0.2.1~install: is-arrayish@0.2.1
95178 silly lifecycle is-arrayish@0.2.1~install: no script for install, continuing
95179 silly install error-ex@1.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/error-ex-7e8e0d4c
95180 info lifecycle error-ex@1.3.0~install: error-ex@1.3.0
95181 silly lifecycle error-ex@1.3.0~install: no script for install, continuing
95182 silly install is-binary-path@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-binary-path-f78442a3
95183 info lifecycle is-binary-path@1.0.1~install: is-binary-path@1.0.1
95184 silly lifecycle is-binary-path@1.0.1~install: no script for install, continuing
95185 silly install is-buffer@1.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-buffer-869f2bf2
95186 info lifecycle is-buffer@1.1.3~install: is-buffer@1.1.3
95187 silly lifecycle is-buffer@1.1.3~install: no script for install, continuing
95188 silly install is-builtin-module@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-builtin-module-c4f57d15
95189 info lifecycle is-builtin-module@1.0.0~install: is-builtin-module@1.0.0
95190 silly lifecycle is-builtin-module@1.0.0~install: no script for install, continuing
95191 silly install is-dotfile@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-dotfile-53ebff27
95192 info lifecycle is-dotfile@1.0.2~install: is-dotfile@1.0.2
95193 silly lifecycle is-dotfile@1.0.2~install: no script for install, continuing
95194 silly install is-extendable@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-extendable-79474b46
95195 info lifecycle is-extendable@0.1.1~install: is-extendable@0.1.1
95196 silly lifecycle is-extendable@0.1.1~install: no script for install, continuing
95197 silly install is-extglob@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-extglob-a5c01ea2
95198 info lifecycle is-extglob@1.0.0~install: is-extglob@1.0.0
95199 silly lifecycle is-extglob@1.0.0~install: no script for install, continuing
95200 silly install extglob@0.3.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/extglob-bac83c94
95201 info lifecycle extglob@0.3.2~install: extglob@0.3.2
95202 silly lifecycle extglob@0.3.2~install: no script for install, continuing
95203 silly install is-glob@2.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-glob-4d124778
95204 info lifecycle is-glob@2.0.1~install: is-glob@2.0.1
95205 silly lifecycle is-glob@2.0.1~install: no script for install, continuing
95206 silly install glob-parent@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/glob-parent-90411a75
95207 info lifecycle glob-parent@2.0.0~install: glob-parent@2.0.0
95208 silly lifecycle glob-parent@2.0.0~install: no script for install, continuing
95209 silly install glob-base@0.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/glob-base-0edbf7fe
95210 info lifecycle glob-base@0.3.0~install: glob-base@0.3.0
95211 silly lifecycle glob-base@0.3.0~install: no script for install, continuing
95212 silly install is-path-cwd@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-path-cwd-7ee87721
95213 info lifecycle is-path-cwd@1.0.0~install: is-path-cwd@1.0.0
95214 silly lifecycle is-path-cwd@1.0.0~install: no script for install, continuing
95215 silly install is-plain-obj@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-plain-obj-aa09533e
95216 info lifecycle is-plain-obj@1.1.0~install: is-plain-obj@1.1.0
95217 silly lifecycle is-plain-obj@1.1.0~install: no script for install, continuing
95218 silly install is-posix-bracket@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-posix-bracket-c35b426c
95219 info lifecycle is-posix-bracket@0.1.1~install: is-posix-bracket@0.1.1
95220 silly lifecycle is-posix-bracket@0.1.1~install: no script for install, continuing
95221 silly install expand-brackets@0.1.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/expand-brackets-b111e831
95222 info lifecycle expand-brackets@0.1.5~install: expand-brackets@0.1.5
95223 silly lifecycle expand-brackets@0.1.5~install: no script for install, continuing
95224 silly install is-primitive@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-primitive-dc076b39
95225 info lifecycle is-primitive@2.0.0~install: is-primitive@2.0.0
95226 silly lifecycle is-primitive@2.0.0~install: no script for install, continuing
95227 silly install is-equal-shallow@0.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-equal-shallow-cd12e19b
95228 info lifecycle is-equal-shallow@0.1.3~install: is-equal-shallow@0.1.3
95229 silly lifecycle is-equal-shallow@0.1.3~install: no script for install, continuing
95230 silly install is-property@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-property-47509eb4
95231 info lifecycle is-property@1.0.2~install: is-property@1.0.2
95232 silly lifecycle is-property@1.0.2~install: no script for install, continuing
95233 silly install generate-object-property@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/generate-object-property-0529b38c
95234 info lifecycle generate-object-property@1.2.0~install: generate-object-property@1.2.0
95235 silly lifecycle generate-object-property@1.2.0~install: no script for install, continuing
95236 silly install is-relative@0.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-relative-e8839e73
95237 info lifecycle is-relative@0.1.3~install: is-relative@0.1.3
95238 silly lifecycle is-relative@0.1.3~install: no script for install, continuing
95239 silly install is-absolute@0.1.7 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-absolute-4be6fd12
95240 info lifecycle is-absolute@0.1.7~install: is-absolute@0.1.7
95241 silly lifecycle is-absolute@0.1.7~install: no script for install, continuing
95242 silly install is-stream@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-stream-9a185ebd
95243 info lifecycle is-stream@1.1.0~install: is-stream@1.1.0
95244 silly lifecycle is-stream@1.1.0~install: no script for install, continuing
95245 silly install is-svg@2.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-svg-35eb1947
95246 info lifecycle is-svg@2.0.1~install: is-svg@2.0.1
95247 silly lifecycle is-svg@2.0.1~install: no script for install, continuing
95248 silly install is-typedarray@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-typedarray-da678594
95249 info lifecycle is-typedarray@1.0.0~install: is-typedarray@1.0.0
95250 silly lifecycle is-typedarray@1.0.0~install: no script for install, continuing
95251 silly install is-utf8@0.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-utf8-b8a09a85
95252 info lifecycle is-utf8@0.2.1~install: is-utf8@0.2.1
95253 silly lifecycle is-utf8@0.2.1~install: no script for install, continuing
95254 silly install isarray@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isarray-bd4a8e89
95255 info lifecycle isarray@1.0.0~install: isarray@1.0.0
95256 silly lifecycle isarray@1.0.0~install: no script for install, continuing
95257 silly install doctrine@1.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/doctrine-21dc39a6
95258 info lifecycle doctrine@1.2.1~install: doctrine@1.2.1
95259 silly lifecycle doctrine@1.2.1~install: no script for install, continuing
95260 silly install buffer@3.6.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/buffer-76c5b5f2
95261 info lifecycle buffer@3.6.0~install: buffer@3.6.0
95262 silly lifecycle buffer@3.6.0~install: no script for install, continuing
95263 silly install isbinaryfile@3.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isbinaryfile-9cb13f6e
95264 info lifecycle isbinaryfile@3.0.0~install: isbinaryfile@3.0.0
95265 silly lifecycle isbinaryfile@3.0.0~install: no script for install, continuing
95266 silly install isexe@1.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isexe-e4056fa4
95267 info lifecycle isexe@1.1.2~install: isexe@1.1.2
95268 silly lifecycle isexe@1.1.2~install: no script for install, continuing
95269 silly install isobject@2.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isobject-5a5c8904
95270 info lifecycle isobject@2.1.0~install: isobject@2.1.0
95271 silly lifecycle isobject@2.1.0~install: no script for install, continuing
95272 silly install esprima@2.7.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-0cec3917
95273 info lifecycle esprima@2.7.2~install: esprima@2.7.2
95274 silly lifecycle esprima@2.7.2~install: no script for install, continuing
95275 silly install source-map@0.5.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-d8044423
95276 info lifecycle source-map@0.5.6~install: source-map@0.5.6
95277 silly lifecycle source-map@0.5.6~install: no script for install, continuing
95278 silly install isstream@0.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isstream-17db2ca4
95279 info lifecycle isstream@0.1.2~install: isstream@0.1.2
95280 silly lifecycle isstream@0.1.2~install: no script for install, continuing
95281 silly install esprima@2.7.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-c91ba3fc
95282 info lifecycle esprima@2.7.2~install: esprima@2.7.2
95283 silly lifecycle esprima@2.7.2~install: no script for install, continuing
95284 silly install supports-color@3.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/supports-color-ec0e66c9
95285 info lifecycle supports-color@3.1.2~install: supports-color@3.1.2
95286 silly lifecycle supports-color@3.1.2~install: no script for install, continuing
95287 silly install commander@0.6.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/commander-878bdf6e
95288 info lifecycle commander@0.6.1~install: commander@0.6.1
95289 silly lifecycle commander@0.6.1~install: no script for install, continuing
95290 silly install mkdirp@0.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/mkdirp-4efeb160
95291 info lifecycle mkdirp@0.3.0~install: mkdirp@0.3.0
95292 silly lifecycle mkdirp@0.3.0~install: no script for install, continuing
95293 silly install jade@0.26.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jade-ebbb97dd
95294 info lifecycle jade@0.26.3~install: jade@0.26.3
95295 silly lifecycle jade@0.26.3~install: no script for install, continuing
95296 silly install js-base64@2.1.9 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/js-base64-10037bc9
95297 info lifecycle js-base64@2.1.9~install: js-base64@2.1.9
95298 silly lifecycle js-base64@2.1.9~install: no script for install, continuing
95299 silly install js-tokens@1.0.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/js-tokens-204b7399
95300 info lifecycle js-tokens@1.0.3~install: js-tokens@1.0.3
95301 silly lifecycle js-tokens@1.0.3~install: no script for install, continuing
95302 silly install esprima@2.7.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-53a0dd15
95303 info lifecycle esprima@2.7.2~install: esprima@2.7.2
95304 silly lifecycle esprima@2.7.2~install: no script for install, continuing
95305 silly install jsbn@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jsbn-26cc0597
95306 info lifecycle jsbn@0.1.0~install: jsbn@0.1.0
95307 silly lifecycle jsbn@0.1.0~install: no script for install, continuing
95308 silly install jodid25519@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jodid25519-a5937dc9
95309 info lifecycle jodid25519@1.0.2~install: jodid25519@1.0.2
95310 silly lifecycle jodid25519@1.0.2~install: no script for install, continuing
95311 silly install ecc-jsbn@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ecc-jsbn-7ed08ba0
95312 info lifecycle ecc-jsbn@0.1.1~install: ecc-jsbn@0.1.1
95313 silly lifecycle ecc-jsbn@0.1.1~install: no script for install, continuing
95314 silly install jsesc@0.5.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jsesc-00d17ee7
95315 info lifecycle jsesc@0.5.0~install: jsesc@0.5.0
95316 silly lifecycle jsesc@0.5.0~install: no script for install, continuing
95317 silly install json-loader@0.5.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json-loader-9752e240
95318 info lifecycle json-loader@0.5.4~install: json-loader@0.5.4
95319 silly lifecycle json-loader@0.5.4~install: no script for install, continuing
95320 silly install json-schema@0.2.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json-schema-e1343ffb
95321 info lifecycle json-schema@0.2.2~install: json-schema@0.2.2
95322 silly lifecycle json-schema@0.2.2~install: no script for install, continuing
95323 silly install json-stringify-safe@5.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json-stringify-safe-0b8c6825
95324 info lifecycle json-stringify-safe@5.0.1~install: json-stringify-safe@5.0.1
95325 silly lifecycle json-stringify-safe@5.0.1~install: no script for install, continuing
95326 silly install json3@3.2.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json3-fd1422ca
95327 info lifecycle json3@3.2.6~install: json3@3.2.6
95328 silly lifecycle json3@3.2.6~install: no script for install, continuing
95329 silly install json5@0.4.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json5-a88c6ddc
95330 info lifecycle json5@0.4.0~install: json5@0.4.0
95331 silly lifecycle json5@0.4.0~install: no script for install, continuing
95332 silly install jsonfile@2.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jsonfile-a40c9f55
95333 info lifecycle jsonfile@2.3.0~install: jsonfile@2.3.0
95334 silly lifecycle jsonfile@2.3.0~install: no script for install, continuing
95335 silly install jsonify@0.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jsonify-b759b326
95336 info lifecycle jsonify@0.0.0~install: jsonify@0.0.0
95337 silly lifecycle jsonify@0.0.0~install: no script for install, continuing
95338 silly install json-stable-stringify@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/json-stable-stringify-fa0d68a0
95339 info lifecycle json-stable-stringify@1.0.1~install: json-stable-stringify@1.0.1
95340 silly lifecycle json-stable-stringify@1.0.1~install: no script for install, continuing
95341 silly install jsonpointer@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/jsonpointer-f99df627
95342 info lifecycle jsonpointer@2.0.0~install: jsonpointer@2.0.0
95343 silly lifecycle jsonpointer@2.0.0~install: no script for install, continuing
95344 silly install minimatch@3.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/minimatch-414a35ec
95345 info lifecycle minimatch@3.0.0~install: minimatch@3.0.0
95346 silly lifecycle minimatch@3.0.0~install: no script for install, continuing
95347 silly install source-map@0.5.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-cf972483
95348 info lifecycle source-map@0.5.6~install: source-map@0.5.6
95349 silly lifecycle source-map@0.5.6~install: no script for install, continuing
95350 silly install karma-mocha@0.2.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/karma-mocha-56282a14
95351 info lifecycle karma-mocha@0.2.2~install: karma-mocha@0.2.2
